,District Code,Occupation,Total Main Worker (Person)
18454,118,Stationary Plant and Related Operators,2686
18455,118,Machine Operators and Assemblers,7802
18456,118,Drivers and Mobile-Plant Operators,15736
18457,118,ELEMENTARY OCCUPATIONS,61834
18458,118,Sales and Services Elementary Occupations,7662
18459,118,"Agricultural, Fishery and Related Labourers",824
18460,118,"Labourers in Mining, Construction, Manufacturing and Transport",53348
18461,118,WORKERS NOT CLASSIFIED BY OCCUPATIONS,15352
18462,118,Workers Not Reporting Any Occupations,15352
18463,119,TOTAL,473855
18464,119,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",11368
18465,119,Legislators and Senior Officials,989
18466,119,Corporate Managers,10207
18467,119,General Managers,172
18468,119,PROFESSIONALS,22677
18469,119,"Physical, Mathematical and Engineering Science Professionals",2903
18470,119,Life Science and Health Professionals,2085
18471,119,Teaching Professionals,5610
18472,119,Other Professionals,12079
18473,119,TECHNICIANS AND ASSOCIATE PROFESSIONALS,39072
18474,119,Physical and Engineering Science Associate Professionals,2688
18475,119,Life Science and Health Associate Professionals,6543
18476,119,Teaching Associate Professionals,15961
18477,119,Other Associate Professionals,13880
18478,119,CLERKS,13429
18479,119,Office Clerks,12466
18480,119,Customer Services Clerks,963
18481,119,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,81246
18482,119,Personal and Protective Service Workers,19183
18483,119,"Models, Sales Persons and Demonstrators",62063
18484,119,SKILLED AGRICULTURAL AND FISHERY WORKERS,21347
18485,119,Market Oriented Skilled Agricultural and Fishery Workers,21347
18486,119,CRAFT AND RELATED TRADES WORKERS,75701
18487,119,Extraction and Building Trades Workers,25204
18488,119,"Metal, Machinery and Related Trades Workers",17365
18489,119,"Precision, Handicraft, Printing and Related Trades Workers",6417
18490,119,Other Craft and Related Trades Workers,26715
18491,119,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,55603
18492,119,Stationary Plant and Related Operators,6993
18493,119,Machine Operators and Assemblers,10238
18494,119,Drivers and Mobile-Plant Operators,38372
18495,119,ELEMENTARY OCCUPATIONS,111927
18496,119,Sales and Services Elementary Occupations,18768
18497,119,"Agricultural, Fishery and Related Labourers",856
18498,119,"Labourers in Mining, Construction, Manufacturing and Transport",92303
18499,119,WORKERS NOT CLASSIFIED BY OCCUPATIONS,41485
18500,119,Workers Not Reporting Any Occupations,41485
18501,120,TOTAL,155350
18502,120,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",2780
18503,120,Legislators and Senior Officials,354
18504,120,Corporate Managers,2350
18505,120,General Managers,76
18506,120,PROFESSIONALS,6854
18507,120,"Physical, Mathematical and Engineering Science Professionals",494
18508,120,Life Science and Health Professionals,634
18509,120,Teaching Professionals,2100
18510,120,Other Professionals,3626
18511,120,TECHNICIANS AND ASSOCIATE PROFESSIONALS,16006
18512,120,Physical and Engineering Science Associate Professionals,600
18513,120,Life Science and Health Associate Professionals,3942
18514,120,Teaching Associate Professionals,9106
18515,120,Other Associate Professionals,2358
18516,120,CLERKS,3736
18517,120,Office Clerks,3594
18518,120,Customer Services Clerks,142
18519,120,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,27936
18520,120,Personal and Protective Service Workers,7592
18521,120,"Models, Sales Persons and Demonstrators",20344
18522,120,SKILLED AGRICULTURAL AND FISHERY WORKERS,9072
18523,120,Market Oriented Skilled Agricultural and Fishery Workers,9072
18524,120,CRAFT AND RELATED TRADES WORKERS,28064
18525,120,Extraction and Building Trades Workers,7230
18526,120,"Metal, Machinery and Related Trades Workers",4814
18527,120,"Precision, Handicraft, Printing and Related Trades Workers",2500
18528,120,Other Craft and Related Trades Workers,13520
18529,120,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,17260
18530,120,Stationary Plant and Related Operators,1918
18531,120,Machine Operators and Assemblers,4104
18532,120,Drivers and Mobile-Plant Operators,11238
18533,120,ELEMENTARY OCCUPATIONS,32172
18534,120,Sales and Services Elementary Occupations,4660
18535,120,"Agricultural, Fishery and Related Labourers",630
18536,120,"Labourers in Mining, Construction, Manufacturing and Transport",26882
18537,120,WORKERS NOT CLASSIFIED BY OCCUPATIONS,11470
18538,120,Workers Not Reporting Any Occupations,11470
18539,121,TOTAL,117804
18540,121,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",2284
18541,121,Legislators and Senior Officials,348
18542,121,Corporate Managers,1928
18543,121,General Managers,8
18544,121,PROFESSIONALS,5674
18545,121,"Physical, Mathematical and Engineering Science Professionals",388
18546,121,Life Science and Health Professionals,714
18547,121,Teaching Professionals,1774
18548,121,Other Professionals,2798
18549,121,TECHNICIANS AND ASSOCIATE PROFESSIONALS,10582
18550,121,Physical and Engineering Science Associate Professionals,396
18551,121,Life Science and Health Associate Professionals,2982
18552,121,Teaching Associate Professionals,5076
18553,121,Other Associate Professionals,2128
18554,121,CLERKS,3042
18555,121,Office Clerks,2838
18556,121,Customer Services Clerks,204
18557,121,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,22680
18558,121,Personal and Protective Service Workers,5796
18559,121,"Models, Sales Persons and Demonstrators",16884
18560,121,SKILLED AGRICULTURAL AND FISHERY WORKERS,7090
18561,121,Market Oriented Skilled Agricultural and Fishery Workers,7090
18562,121,CRAFT AND RELATED TRADES WORKERS,19268
18563,121,Extraction and Building Trades Workers,6084
18564,121,"Metal, Machinery and Related Trades Workers",4738
18565,121,"Precision, Handicraft, Printing and Related Trades Workers",3480
18566,121,Other Craft and Related Trades Workers,4966
18567,121,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,11862
18568,121,Stationary Plant and Related Operators,1000
18569,121,Machine Operators and Assemblers,2818
18570,121,Drivers and Mobile-Plant Operators,8044
18571,121,ELEMENTARY OCCUPATIONS,28990
18572,121,Sales and Services Elementary Occupations,3742
18573,121,"Agricultural, Fishery and Related Labourers",596
18574,121,"Labourers in Mining, Construction, Manufacturing and Transport",24652
18575,121,WORKERS NOT CLASSIFIED BY OCCUPATIONS,6332
18576,121,Workers Not Reporting Any Occupations,6332
18577,122,TOTAL,322050
18578,122,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",7116
18579,122,Legislators and Senior Officials,688
18580,122,Corporate Managers,6248
18581,122,General Managers,180
18582,122,PROFESSIONALS,13358
18583,122,"Physical, Mathematical and Engineering Science Professionals",1540
18584,122,Life Science and Health Professionals,1294
18585,122,Teaching Professionals,2662
18586,122,Other Professionals,7862
18587,122,TECHNICIANS AND ASSOCIATE PROFESSIONALS,28626
18588,122,Physical and Engineering Science Associate Professionals,2188
18589,122,Life Science and Health Associate Professionals,6158
18590,122,Teaching Associate Professionals,12782
18591,122,Other Associate Professionals,7498
18592,122,CLERKS,7232
18593,122,Office Clerks,6806
18594,122,Customer Services Clerks,426
18595,122,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,54010
18596,122,Personal and Protective Service Workers,12876
18597,122,"Models, Sales Persons and Demonstrators",41134
18598,122,SKILLED AGRICULTURAL AND FISHERY WORKERS,16464
18599,122,Market Oriented Skilled Agricultural and Fishery Workers,16462
18600,122,Subsistence Agricultural and Fishery Workers,2
18601,122,CRAFT AND RELATED TRADES WORKERS,48834
18602,122,Extraction and Building Trades Workers,18926
18603,122,"Metal, Machinery and Related Trades Workers",11444
18604,122,"Precision, Handicraft, Printing and Related Trades Workers",5344
18605,122,Other Craft and Related Trades Workers,13120
18606,122,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,41304
18607,122,Stationary Plant and Related Operators,4830
18608,122,Machine Operators and Assemblers,9428
18609,122,Drivers and Mobile-Plant Operators,27046
18610,122,ELEMENTARY OCCUPATIONS,78408
18611,122,Sales and Services Elementary Occupations,10518
18612,122,"Agricultural, Fishery and Related Labourers",648
18613,122,"Labourers in Mining, Construction, Manufacturing and Transport",67242
18614,122,WORKERS NOT CLASSIFIED BY OCCUPATIONS,26698
18615,122,Workers Not Reporting Any Occupations,26698
18616,123,TOTAL,168472
18617,123,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",3344
18618,123,Legislators and Senior Officials,426
18619,123,Corporate Managers,2898
18620,123,General Managers,20
18621,123,PROFESSIONALS,5928
18622,123,"Physical, Mathematical and Engineering Science Professionals",572
18623,123,Life Science and Health Professionals,440
18624,123,Teaching Professionals,1766
18625,123,Other Professionals,3150
18626,123,TECHNICIANS AND ASSOCIATE PROFESSIONALS,11440
18627,123,Physical and Engineering Science Associate Professionals,718
18628,123,Life Science and Health Associate Professionals,2812
18629,123,Teaching Associate Professionals,5704
18630,123,Other Associate Professionals,2206
18631,123,CLERKS,3270
18632,123,Office Clerks,2924
18633,123,Customer Services Clerks,346
18634,123,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,36246
18635,123,Personal and Protective Service Workers,9648
18636,123,"Models, Sales Persons and Demonstrators",26598
18637,123,SKILLED AGRICULTURAL AND FISHERY WORKERS,9010
18638,123,Market Oriented Skilled Agricultural and Fishery Workers,9010
18639,123,CRAFT AND RELATED TRADES WORKERS,23236
18640,123,Extraction and Building Trades Workers,10290
18641,123,"Metal, Machinery and Related Trades Workers",4912
18642,123,"Precision, Handicraft, Printing and Related Trades Workers",2340
18643,123,Other Craft and Related Trades Workers,5694
18644,123,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,20676
18645,123,Stationary Plant and Related Operators,3486
18646,123,Machine Operators and Assemblers,4136
18647,123,Drivers and Mobile-Plant Operators,13054
18648,123,ELEMENTARY OCCUPATIONS,46530
18649,123,Sales and Services Elementary Occupations,4708
18650,123,"Agricultural, Fishery and Related Labourers",422
18651,123,"Labourers in Mining, Construction, Manufacturing and Transport",41400
18652,123,WORKERS NOT CLASSIFIED BY OCCUPATIONS,8792
18653,123,Workers Not Reporting Any Occupations,8792
18654,124,TOTAL,80233
18655,124,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",1745
18656,124,Legislators and Senior Officials,422
18657,124,Corporate Managers,1279
18658,124,General Managers,44
18659,124,PROFESSIONALS,3550
18660,124,"Physical, Mathematical and Engineering Science Professionals",385
18661,124,Life Science and Health Professionals,595
18662,124,Teaching Professionals,1320
18663,124,Other Professionals,1250
18664,124,TECHNICIANS AND ASSOCIATE PROFESSIONALS,13396
18665,124,Physical and Engineering Science Associate Professionals,341
18666,124,Life Science and Health Associate Professionals,4210
18667,124,Teaching Associate Professionals,7844
18668,124,Other Associate Professionals,1001
18669,124,CLERKS,2654
18670,124,Office Clerks,2484
18671,124,Customer Services Clerks,170
18672,124,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,19668
18673,124,Personal and Protective Service Workers,8011
18674,124,"Models, Sales Persons and Demonstrators",11657
18675,124,SKILLED AGRICULTURAL AND FISHERY WORKERS,1731
18676,124,Market Oriented Skilled Agricultural and Fishery Workers,1730
18677,124,Subsistence Agricultural and Fishery Workers,1
18678,124,CRAFT AND RELATED TRADES WORKERS,8676
18679,124,Extraction and Building Trades Workers,3079
18680,124,"Metal, Machinery and Related Trades Workers",2239
18681,124,"Precision, Handicraft, Printing and Related Trades Workers",735
18682,124,Other Craft and Related Trades Workers,2623
18683,124,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,8215
18684,124,Stationary Plant and Related Operators,864
18685,124,Machine Operators and Assemblers,2431
18686,124,Drivers and Mobile-Plant Operators,4920
18687,124,ELEMENTARY OCCUPATIONS,14904
18688,124,Sales and Services Elementary Occupations,2766
18689,124,"Agricultural, Fishery and Related Labourers",154
18690,124,"Labourers in Mining, Construction, Manufacturing and Transport",11984
18691,124,WORKERS NOT CLASSIFIED BY OCCUPATIONS,5694
18692,124,Workers Not Reporting Any Occupations,5694
18693,125,TOTAL,103953
18694,125,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",2241
18695,125,Legislators and Senior Officials,529
18696,125,Corporate Managers,1660
18697,125,General Managers,52
18698,125,PROFESSIONALS,5548
18699,125,"Physical, Mathematical and Engineering Science Professionals",512
18700,125,Life Science and Health Professionals,748
18701,125,Teaching Professionals,2156
18702,125,Other Professionals,2132
18703,125,TECHNICIANS AND ASSOCIATE PROFESSIONALS,16917
18704,125,Physical and Engineering Science Associate Professionals,518
18705,125,Life Science and Health Associate Professionals,4538
18706,125,Teaching Associate Professionals,10071
18707,125,Other Associate Professionals,1790
18708,125,CLERKS,3119
18709,125,Office Clerks,2961
18710,125,Customer Services Clerks,158
18711,125,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,22797
18712,125,Personal and Protective Service Workers,7730
18713,125,"Models, Sales Persons and Demonstrators",15067
18714,125,SKILLED AGRICULTURAL AND FISHERY WORKERS,3271
18715,125,Market Oriented Skilled Agricultural and Fishery Workers,3271
18716,125,CRAFT AND RELATED TRADES WORKERS,13326
18717,125,Extraction and Building Trades Workers,3929
18718,125,"Metal, Machinery and Related Trades Workers",4072
18719,125,"Precision, Handicraft, Printing and Related Trades Workers",983
18720,125,Other Craft and Related Trades Workers,4342
18721,125,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,8125
18722,125,Stationary Plant and Related Operators,1448
18723,125,Machine Operators and Assemblers,1893
18724,125,Drivers and Mobile-Plant Operators,4784
18725,125,ELEMENTARY OCCUPATIONS,20108
18726,125,Sales and Services Elementary Occupations,3282
18727,125,"Agricultural, Fishery and Related Labourers",261
18728,125,"Labourers in Mining, Construction, Manufacturing and Transport",16565
18729,125,WORKERS NOT CLASSIFIED BY OCCUPATIONS,8501
18730,125,Workers Not Reporting Any Occupations,8501
18731,126,TOTAL,179368
18732,126,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",3896
18733,126,Legislators and Senior Officials,422
18734,126,Corporate Managers,3418
18735,126,General Managers,56
18736,126,PROFESSIONALS,8652
18737,126,"Physical, Mathematical and Engineering Science Professionals",1532
18738,126,Life Science and Health Professionals,778
18739,126,Teaching Professionals,1644
18740,126,Other Professionals,4698
18741,126,TECHNICIANS AND ASSOCIATE PROFESSIONALS,17790
18742,126,Physical and Engineering Science Associate Professionals,1520
18743,126,Life Science and Health Associate Professionals,4222
18744,126,Teaching Associate Professionals,7872
18745,126,Other Associate Professionals,4176
18746,126,CLERKS,4090
18747,126,Office Clerks,3866
18748,126,Customer Services Clerks,224
18749,126,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,35668
18750,126,Personal and Protective Service Workers,9508
18751,126,"Models, Sales Persons and Demonstrators",26160
18752,126,SKILLED AGRICULTURAL AND FISHERY WORKERS,7538
18753,126,Market Oriented Skilled Agricultural and Fishery Workers,7538
18754,126,CRAFT AND RELATED TRADES WORKERS,27210
18755,126,Extraction and Building Trades Workers,9284
18756,126,"Metal, Machinery and Related Trades Workers",7576
18757,126,"Precision, Handicraft, Printing and Related Trades Workers",2466
18758,126,Other Craft and Related Trades Workers,7884
18759,126,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,20636
18760,126,Stationary Plant and Related Operators,2810
18761,126,Machine Operators and Assemblers,4316
18762,126,Drivers and Mobile-Plant Operators,13510
18763,126,ELEMENTARY OCCUPATIONS,38338
18764,126,Sales and Services Elementary Occupations,6868
18765,126,"Agricultural, Fishery and Related Labourers",508
18766,126,"Labourers in Mining, Construction, Manufacturing and Transport",30962
18767,126,WORKERS NOT CLASSIFIED BY OCCUPATIONS,15550
18768,126,Workers Not Reporting Any Occupations,15550
18769,127,TOTAL,385422
18770,127,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",9355
18771,127,Legislators and Senior Officials,675
18772,127,Corporate Managers,8573
18773,127,General Managers,107
18774,127,PROFESSIONALS,24309
18775,127,"Physical, Mathematical and Engineering Science Professionals",4214
18776,127,Life Science and Health Professionals,2543
18777,127,Teaching Professionals,5518
18778,127,Other Professionals,12034
18779,127,TECHNICIANS AND ASSOCIATE PROFESSIONALS,32404
18780,127,Physical and Engineering Science Associate Professionals,3166
18781,127,Life Science and Health Associate Professionals,4926
18782,127,Teaching Associate Professionals,13699
18783,127,Other Associate Professionals,10613
18784,127,CLERKS,10461
18785,127,Office Clerks,9688
18786,127,Customer Services Clerks,773
18787,127,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,68139
18788,127,Personal and Protective Service Workers,16171
18789,127,"Models, Sales Persons and Demonstrators",51968
18790,127,SKILLED AGRICULTURAL AND FISHERY WORKERS,10932
18791,127,Market Oriented Skilled Agricultural and Fishery Workers,10932
18792,127,CRAFT AND RELATED TRADES WORKERS,61801
18793,127,Extraction and Building Trades Workers,26947
18794,127,"Metal, Machinery and Related Trades Workers",15744
18795,127,"Precision, Handicraft, Printing and Related Trades Workers",4271
18796,127,Other Craft and Related Trades Workers,14839
18797,127,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,36710
18798,127,Stationary Plant and Related Operators,7064
18799,127,Machine Operators and Assemblers,7581
18800,127,Drivers and Mobile-Plant Operators,22065
18801,127,ELEMENTARY OCCUPATIONS,94742
18802,127,Sales and Services Elementary Occupations,20202
18803,127,"Agricultural, Fishery and Related Labourers",1154
18804,127,"Labourers in Mining, Construction, Manufacturing and Transport",73386
18805,127,WORKERS NOT CLASSIFIED BY OCCUPATIONS,36569
18806,127,Workers Not Reporting Any Occupations,36569
18807,128,TOTAL,97292
18808,128,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",1581
18809,128,Legislators and Senior Officials,285
18810,128,Corporate Managers,1283
18811,128,General Managers,13
18812,128,PROFESSIONALS,5598
18813,128,"Physical, Mathematical and Engineering Science Professionals",415
18814,128,Life Science and Health Professionals,733
18815,128,Teaching Professionals,1379
18816,128,Other Professionals,3071
18817,128,TECHNICIANS AND ASSOCIATE PROFESSIONALS,12039
18818,128,Physical and Engineering Science Associate Professionals,430
18819,128,Life Science and Health Associate Professionals,3146
18820,128,Teaching Associate Professionals,6638
18821,128,Other Associate Professionals,1825
18822,128,CLERKS,2236
18823,128,Office Clerks,2096
18824,128,Customer Services Clerks,140
18825,128,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,21129
18826,128,Personal and Protective Service Workers,4773
18827,128,"Models, Sales Persons and Demonstrators",16356
18828,128,SKILLED AGRICULTURAL AND FISHERY WORKERS,4053
18829,128,Market Oriented Skilled Agricultural and Fishery Workers,4053
18830,128,CRAFT AND RELATED TRADES WORKERS,14593
18831,128,Extraction and Building Trades Workers,4715
18832,128,"Metal, Machinery and Related Trades Workers",3526
18833,128,"Precision, Handicraft, Printing and Related Trades Workers",880
18834,128,Other Craft and Related Trades Workers,5472
18835,128,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,7556
18836,128,Stationary Plant and Related Operators,986
18837,128,Machine Operators and Assemblers,1986
18838,128,Drivers and Mobile-Plant Operators,4584
18839,128,ELEMENTARY OCCUPATIONS,20861
18840,128,Sales and Services Elementary Occupations,3565
18841,128,"Agricultural, Fishery and Related Labourers",674
18842,128,"Labourers in Mining, Construction, Manufacturing and Transport",16622
18843,128,WORKERS NOT CLASSIFIED BY OCCUPATIONS,7646
18844,128,Workers Not Reporting Any Occupations,7646
18845,129,TOTAL,111180
18846,129,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",2026
18847,129,Legislators and Senior Officials,270
18848,129,Corporate Managers,1750
18849,129,General Managers,6
18850,129,PROFESSIONALS,6254
18851,129,"Physical, Mathematical and Engineering Science Professionals",438
18852,129,Life Science and Health Professionals,748
18853,129,Teaching Professionals,2098
18854,129,Other Professionals,2970
18855,129,TECHNICIANS AND ASSOCIATE PROFESSIONALS,11882
18856,129,Physical and Engineering Science Associate Professionals,372
18857,129,Life Science and Health Associate Professionals,3210
18858,129,Teaching Associate Professionals,6580
18859,129,Other Associate Professionals,1720
18860,129,CLERKS,3310
18861,129,Office Clerks,3124
18862,129,Customer Services Clerks,186
18863,129,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,23210
18864,129,Personal and Protective Service Workers,6008
18865,129,"Models, Sales Persons and Demonstrators",17202
18866,129,SKILLED AGRICULTURAL AND FISHERY WORKERS,3572
18867,129,Market Oriented Skilled Agricultural and Fishery Workers,3572
18868,129,CRAFT AND RELATED TRADES WORKERS,15274
18869,129,Extraction and Building Trades Workers,5720
18870,129,"Metal, Machinery and Related Trades Workers",3936
18871,129,"Precision, Handicraft, Printing and Related Trades Workers",1394
18872,129,Other Craft and Related Trades Workers,4224
18873,129,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,10196
18874,129,Stationary Plant and Related Operators,1166
18875,129,Machine Operators and Assemblers,2806
18876,129,Drivers and Mobile-Plant Operators,6224
18877,129,ELEMENTARY OCCUPATIONS,28756
18878,129,Sales and Services Elementary Occupations,3464
18879,129,"Agricultural, Fishery and Related Labourers",978
18880,129,"Labourers in Mining, Construction, Manufacturing and Transport",24314
18881,129,WORKERS NOT CLASSIFIED BY OCCUPATIONS,6700
18882,129,Workers Not Reporting Any Occupations,6700
18883,130,TOTAL,371910
18884,130,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",10172
18885,130,Legislators and Senior Officials,886
18886,130,Corporate Managers,9140
18887,130,General Managers,146
18888,130,PROFESSIONALS,19740
18889,130,"Physical, Mathematical and Engineering Science Professionals",3234
18890,130,Life Science and Health Professionals,2128
18891,130,Teaching Professionals,5390
18892,130,Other Professionals,8988
18893,130,TECHNICIANS AND ASSOCIATE PROFESSIONALS,36186
18894,130,Physical and Engineering Science Associate Professionals,2478
18895,130,Life Science and Health Associate Professionals,7084
18896,130,Teaching Associate Professionals,17190
18897,130,Other Associate Professionals,9434
18898,130,CLERKS,9768
18899,130,Office Clerks,9020
18900,130,Customer Services Clerks,748
18901,130,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,80930
18902,130,Personal and Protective Service Workers,25056
18903,130,"Models, Sales Persons and Demonstrators",55874
18904,130,SKILLED AGRICULTURAL AND FISHERY WORKERS,11390
18905,130,Market Oriented Skilled Agricultural and Fishery Workers,11390
18906,130,CRAFT AND RELATED TRADES WORKERS,52026
18907,130,Extraction and Building Trades Workers,21422
18908,130,"Metal, Machinery and Related Trades Workers",13284
18909,130,"Precision, Handicraft, Printing and Related Trades Workers",5380
18910,130,Other Craft and Related Trades Workers,11940
18911,130,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,37040
18912,130,Stationary Plant and Related Operators,5024
18913,130,Machine Operators and Assemblers,6580
18914,130,Drivers and Mobile-Plant Operators,25436
18915,130,ELEMENTARY OCCUPATIONS,76640
18916,130,Sales and Services Elementary Occupations,14928
18917,130,"Agricultural, Fishery and Related Labourers",714
18918,130,"Labourers in Mining, Construction, Manufacturing and Transport",60998
18919,130,WORKERS NOT CLASSIFIED BY OCCUPATIONS,38018
18920,130,Workers Not Reporting Any Occupations,38018
18921,131,TOTAL,47051
18922,131,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",997
18923,131,Legislators and Senior Officials,172
18924,131,Corporate Managers,825
18925,131,PROFESSIONALS,2420
18926,131,"Physical, Mathematical and Engineering Science Professionals",171
18927,131,Life Science and Health Professionals,230
18928,131,Teaching Professionals,894
18929,131,Other Professionals,1125
18930,131,TECHNICIANS AND ASSOCIATE PROFESSIONALS,6152
18931,131,Physical and Engineering Science Associate Professionals,187
18932,131,Life Science and Health Associate Professionals,1950
18933,131,Teaching Associate Professionals,3264
18934,131,Other Associate Professionals,751
18935,131,CLERKS,1151
18936,131,Office Clerks,1083
18937,131,Customer Services Clerks,68
18938,131,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,10721
18939,131,Personal and Protective Service Workers,2697
18940,131,"Models, Sales Persons and Demonstrators",8024
18941,131,SKILLED AGRICULTURAL AND FISHERY WORKERS,3879
18942,131,Market Oriented Skilled Agricultural and Fishery Workers,3879
18943,131,CRAFT AND RELATED TRADES WORKERS,6486
18944,131,Extraction and Building Trades Workers,1932
18945,131,"Metal, Machinery and Related Trades Workers",1624
18946,131,"Precision, Handicraft, Printing and Related Trades Workers",626
18947,131,Other Craft and Related Trades Workers,2304
18948,131,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,3521
18949,131,Stationary Plant and Related Operators,108
18950,131,Machine Operators and Assemblers,1117
18951,131,Drivers and Mobile-Plant Operators,2296
18952,131,ELEMENTARY OCCUPATIONS,9179
18953,131,Sales and Services Elementary Occupations,1400
18954,131,"Agricultural, Fishery and Related Labourers",199
18955,131,"Labourers in Mining, Construction, Manufacturing and Transport",7580
18956,131,WORKERS NOT CLASSIFIED BY OCCUPATIONS,2545
18957,131,Workers Not Reporting Any Occupations,2545
18958,602,TOTAL,974398
18959,602,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",53866
18960,602,Legislators and Senior Officials,1984
18961,602,Corporate Managers,51742
18962,602,General Managers,140
18963,602,PROFESSIONALS,69170
18964,602,"Physical, Mathematical and Engineering Science Professionals",38073
18965,602,Life Science and Health Professionals,3797
18966,602,Teaching Professionals,10047
18967,602,Other Professionals,17253
18968,602,TECHNICIANS AND ASSOCIATE PROFESSIONALS,79679
18969,602,Physical and Engineering Science Associate Professionals,11558
18970,602,Life Science and Health Associate Professionals,8224
18971,602,Teaching Associate Professionals,20559
18972,602,Other Associate Professionals,39338
18973,602,CLERKS,48920
18974,602,Office Clerks,44467
18975,602,Customer Services Clerks,4453
18976,602,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,117960
18977,602,Personal and Protective Service Workers,31597
18978,602,"Models, Sales Persons and Demonstrators",86363
18979,602,SKILLED AGRICULTURAL AND FISHERY WORKERS,19677
18980,602,Market Oriented Skilled Agricultural and Fishery Workers,19663
18981,602,Subsistence Agricultural and Fishery Workers,14
18982,602,CRAFT AND RELATED TRADES WORKERS,164527
18983,602,Extraction and Building Trades Workers,48606
18984,602,"Metal, Machinery and Related Trades Workers",57640
18985,602,"Precision, Handicraft, Printing and Related Trades Workers",7167
18986,602,Other Craft and Related Trades Workers,51114
18987,602,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,122833
18988,602,Stationary Plant and Related Operators,6958
18989,602,Machine Operators and Assemblers,43598
18990,602,Drivers and Mobile-Plant Operators,72277
18991,602,ELEMENTARY OCCUPATIONS,221260
18992,602,Sales and Services Elementary Occupations,67997
18993,602,"Agricultural, Fishery and Related Labourers",5933
18994,602,"Labourers in Mining, Construction, Manufacturing and Transport",147330
18995,602,WORKERS NOT CLASSIFIED BY OCCUPATIONS,76506
18996,602,Workers Not Reporting Any Occupations,76506
18997,603,TOTAL,1569190
18998,603,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",108775
18999,603,Legislators and Senior Officials,2758
19000,603,Corporate Managers,105325
19001,603,General Managers,692
19002,603,PROFESSIONALS,169486
19003,603,"Physical, Mathematical and Engineering Science Professionals",102328
19004,603,Life Science and Health Professionals,11647
19005,603,Teaching Professionals,16553
19006,603,Other Professionals,38958
19007,603,TECHNICIANS AND ASSOCIATE PROFESSIONALS,121604
19008,603,Physical and Engineering Science Associate Professionals,17714
19009,603,Life Science and Health Associate Professionals,14263
19010,603,Teaching Associate Professionals,26199
19011,603,Other Associate Professionals,63428
19012,603,CLERKS,106925
19013,603,Office Clerks,97149
19014,603,Customer Services Clerks,9776
19015,603,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,269181
19016,603,Personal and Protective Service Workers,54899
19017,603,"Models, Sales Persons and Demonstrators",214282
19018,603,SKILLED AGRICULTURAL AND FISHERY WORKERS,16068
19019,603,Market Oriented Skilled Agricultural and Fishery Workers,16065
19020,603,Subsistence Agricultural and Fishery Workers,3
19021,603,CRAFT AND RELATED TRADES WORKERS,221590
19022,603,Extraction and Building Trades Workers,80628
19023,603,"Metal, Machinery and Related Trades Workers",66795
19024,603,"Precision, Handicraft, Printing and Related Trades Workers",8975
19025,603,Other Craft and Related Trades Workers,65192
19026,603,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,148322
